"year","last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
2022,"Díaz, Elias",553869,272,11.1,28.3,111.8,88.4,100.1,92.7,87.5,445,155,411,107,39.3,16,5.9,4.2
2022,"Berti, Jon",542932,270,4.7,30.7,109.1,88,98.8,92,85.4,407,140,392,100,37,16,5.9,4
2022,"Bradley Jr., Jackie",598265,269,7.4,29.4,107.6,87.6,98.1,93.7,83.4,408,140,387,100,37.2,13,4.8,3.5
2022,"Margot, Manuel",622534,269,10.2,30.9,110.4,89.5,100,92.1,89.9,416,141,400,102,37.9,10,3.7,2.8
2022,"Stallings, Jacob",607732,266,12.9,33.5,109.5,86.7,96.7,89.2,86,398,159,381,86,32.3,9,3.4,2.3
2022,"Paredes, Isaac",670623,266,15.8,27.4,110.4,87.4,98.4,92.5,84.7,411,166,389,103,38.7,17,6.4,4.5
2022,"Stanton, Giancarlo",519317,264,10.8,26.9,119.8,95,107.8,98.4,94.4,457,163,402,138,52.3,51,19.3,11.3
2022,"Torkelson, Spencer",679529,263,15,35.4,111.5,90.5,100.7,93.6,88.6,434,171,403,110,41.8,22,8.4,5.4
2022,"Toro, Abraham",647351,263,16.7,31.2,108.2,87,97.2,90.5,83.9,429,167,395,78,29.7,18,6.8,5.1
2022,"Vierling, Matt",663837,261,12,35.2,112.1,91.2,101.2,92.3,92.4,432,162,407,123,47.1,13,5,3.6
2022,"Greene, Riley",682985,259,2.8,32,112.1,89.5,102.1,95.6,85.1,448,137,412,117,45.2,24,9.3,5.7
2022,"Pujols, Albert",405395,258,16.4,34.5,111.7,91.2,102.1,96,89,443,177,406,122,47.3,31,12,8.8
2022,"Calhoun, Kole",594777,255,15.4,40.4,109.9,90.8,100.9,95.6,87.1,425,178,392,123,48.2,25,9.8,5.9
2022,"McCormick, Chas",676801,254,12.8,33.1,109.9,88.1,98.9,93.3,81.7,443,172,389,99,39,26,10.2,6.4
2022,"Raleigh, Cal",663728,253,22.5,36,114,90.9,101.2,94.8,85.9,444,209,395,110,43.5,39,15.4,9.4
2022,"García, Avisaíl",541645,250,2.8,27.6,116.8,88.7,101.5,94.5,84.9,443,138,408,112,44.8,16,6.4,4.2
2022,"Ortega, Rafael",542364,250,17.1,37.6,108.4,87.2,97.4,90,85.3,428,178,384,84,33.7,12,4.8,3.2
2022,"Kelly, Carson",608348,250,14.7,33.2,109.4,87.7,98.4,90.8,85.8,426,168,413,92,36.8,13,5.2,3.7
2022,"Grandal, Yasmani",518735,250,12.1,30,110.2,90,99.5,91.7,90.3,408,155,383,100,40,12,4.8,3.2
2022,"McCarthy, Jake",664983,249,8,32.1,108.3,87.4,98.2,90.3,85.8,451,141,402,84,33.7,12,4.8,3.4
2022,"Rivera, Emmanuel",656896,248,9.8,32.3,110.9,90.4,100,93.7,87.9,441,161,409,95,38.3,23,9.3,6.4
2022,"Morel, Christopher",666624,247,9.1,30,112.9,89.6,101.8,95.6,85.7,440,153,404,98,40.3,33,13.4,7.8
2022,"Pinder, Chad",640461,246,9.7,33.3,109.8,87.5,100.1,92.6,84.6,415,150,393,100,40.7,16,6.5,4.2
2022,"Taylor, Chris",621035,245,20.4,40.4,108.5,87.4,98.7,91.8,80.6,441,191,398,93,38,25,10.2,5.5
2022,"De La Cruz, Bryan",650559,243,9.8,43.6,111.2,90.8,101.4,94.8,86.5,434,177,395,115,47.3,29,11.9,8.2
2022,"Laureano, Ramón",657656,242,14.9,28.9,110.2,88.7,100,94.1,85.6,429,165,399,93,38.4,28,11.6,7.3
2022,"González, Luis",670768,241,10.9,27,109.7,86.9,97.7,91.6,83.1,415,153,397,77,32,7,2.9,2
2022,"Story, Trevor",596115,239,17.8,36,113.4,88.9,100.6,93,86.1,428,179,391,97,40.6,27,11.3,6.8
2022,"Anderson, Brian",605119,238,7.7,31.1,112,88.7,100.4,95.8,83,445,149,405,100,42,23,9.7,6
2022,"O'Neill, Tyler",641933,238,13.6,36.6,110.3,89.8,101,96.1,82.9,423,172,405,103,43.3,27,11.3,7
2022,"Choi, Ji Man",596847,236,10.6,37.3,111.1,92.2,101.3,94.7,91.1,431,166,390,112,47.5,28,11.9,6.7
2022,"Celestino, Gilberto",665482,236,-1.9,27.1,107.6,87.3,98.3,92.8,84.1,400,114,393,81,34.3,6,2.5,1.7
2022,"Maldonado, Martín",455117,234,14.7,30.8,109.2,88.4,99,92.3,85.2,442,171,400,94,40.2,19,8.1,5
2022,"Contreras, William",661388,232,6.1,31.9,115.2,90.4,102.3,97.2,85.3,445,155,408,108,46.6,31,13.4,8.2
2022,"Ruf, Darin",573131,232,14.8,34.5,112.1,89.2,100.5,94,85.7,429,170,397,94,40.5,20,8.6,5.2
2022,"Taveras, Leody",665750,230,12,28.7,112.9,89.3,99.3,90.4,90.4,428,149,391,83,36.1,10,4.3,2.9
2022,"Haase, Eric",606992,229,17,32.3,109.9,87.7,100.5,94,82.9,444,168,391,97,42.4,20,8.7,5.7
2022,"Votto, Joey",458015,225,14.2,32.9,111.9,89.7,100.4,95.8,84,418,167,387,92,41.3,25,11.1,6.6
2022,"Buxton, Byron",621439,225,21.4,34.2,113.5,92.9,103.8,97.4,88.3,469,194,410,113,50.2,37,16.4,9.7
2022,"Nootbaar, Lars",663457,224,10.7,30.4,113,91.7,101.8,96,88.8,452,167,401,103,46,27,12.1,7.8
2022,"Stassi, Max",545358,223,9.5,26,107.5,88.6,99,94.1,86.2,424,145,397,88,39.5,21,9.4,5.6
2022,"Sánchez, Jesús",660821,222,11,25.7,114.7,89.5,101.7,95.3,86.5,496,153,413,90,40.5,22,9.9,6.4
2022,"Suwinski, Jack",669261,213,14.3,26.3,112.4,88.3,100.2,94.6,82.4,443,172,395,86,40.4,26,12.2,7
2022,"Velazquez, Andrew",623205,212,8.2,31.1,109.1,88,98.8,93.3,83.1,402,146,380,72,34,14,6.6,4
2022,"Cruz, Oneil",665833,206,8.3,30.6,122.4,91.9,104.7,97.2,88.8,437,152,411,95,46.1,32,15.5,8.9
2022,"Dalbec, Bobby",666915,203,15.2,32,113.9,90.3,101.2,93.3,87.4,436,177,396,93,45.8,24,11.8,6.8
2022,"Davis, J.D.",605204,198,12.3,34.8,112.7,92.4,104,98.5,88.4,444,171,407,111,56.1,32,16.2,8.8
2022,"Gallo, Joey",608336,188,23.8,29.3,113,89.6,103.2,97,74.8,438,195,405,95,50.5,33,17.6,8
