"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL",2022-06-30,81.1,-2.04,6.26,"Judge, Aaron",592450,677651,"","blocked_ball",NA,NA,NA,NA,14,"Aaron Judge flies out to center fielder Jake Meyers.","R","R","R","HOU","NYY","B",NA,"",1,1,2022,1.62,-0.1,1.92,-0.14,NA,608336,518934,1,3,"Top",NA,NA,NA,NA,455117,NA,NA,5.73332460570217,-117.73864713023,-7.33600462532597,13.6301984610365,26.1314694688344,-31.6887121072034,3.91,1.83,NA,NA,NA,80.3,2518,6.3,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.22,NA,NA,NA,NA,NA,NA,NA,18,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",38,0,0.072
"FC",2022-06-30,86.2,-1.93,6.34,"Judge, Aaron",592450,677651,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge flies out to center fielder Jake Meyers.","R","R","R","HOU","NYY","S",NA,"",1,0,2022,0.27,1.09,-0.19,2.1,NA,608336,518934,1,3,"Top",NA,NA,NA,NA,455117,NA,NA,3.57900910534703,-125.429964123788,-6.07989102415241,2.18881857793478,24.9180660440907,-19.6055908110768,3.88,1.81,NA,NA,NA,86.3,2413,6.3,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.21,NA,NA,NA,NA,NA,NA,NA,18,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",193,0,-0.089
"FF",2022-06-30,94.4,-1.86,6.34,"Judge, Aaron",592450,677651,"","ball",NA,NA,NA,NA,14,"Aaron Judge flies out to center fielder Jake Meyers.","R","R","R","HOU","NYY","B",NA,"",0,0,2022,-0.5,1.65,1.08,2.04,NA,608336,518934,1,3,"Top",NA,NA,NA,NA,455117,NA,NA,8.68652172204224,-136.901925983556,-9.05988403658589,-8.2347308840753,31.8416010091651,-9.54135741428842,3.93,1.86,NA,NA,NA,93.6,2469,6.1,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.39,NA,NA,NA,NA,NA,NA,NA,18,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,0,0.063
"FC",2022-06-30,89.2,-1.71,6.46,"Judge, Aaron",592450,677651,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","X",8,"fly_ball",3,2,2022,0.58,0.81,0.15,2.45,NA,NA,NA,1,1,"Top",115.24,54.94,NA,NA,455117,NA,NA,3.3419732035478,-129.775661647174,-5.51210148649733,5.85618676692766,27.8569221691784,-22.0763442092115,3.9,1.8,357,106.3,41,89,2349,6.2,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.29,0.343,0.68,0,1,0,0,6,2,6,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",184,0.015,-0.207
"FC",2022-06-30,87.7,-1.76,6.43,"Judge, Aaron",592450,677651,"","swinging_strike",NA,NA,NA,NA,8,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","S",NA,"",3,1,2022,0.46,0.86,0.08,2.43,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,455117,NA,NA,3.48151620599525,-127.739084911091,-5.34713752803161,4.39038913568124,25.3644257993467,-21.8228524835646,3.9,1.8,NA,NA,NA,87.7,2383,6.1,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.37,NA,NA,NA,NA,NA,NA,NA,2,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",175,0,-0.049
"FF",2022-06-30,94.3,-1.95,6.37,"Judge, Aaron",592450,677651,"","foul",NA,NA,NA,NA,4,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","S",NA,"",3,0,2022,-0.44,1.52,-0.46,2.7,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,455117,NA,NA,4.81542650825019,-137.152104235133,-7.18465800156765,-6.56010487645629,30.0748616132342,-11.5464181729833,3.9,1.8,144,78.7,12,93.8,2359,6,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.49,NA,NA,NA,NA,NA,NA,NA,2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",205,0,-0.052
"FF",2022-06-30,95.7,-2.01,6.4,"Judge, Aaron",592450,677651,"","ball",NA,NA,NA,NA,14,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","B",NA,"",2,0,2022,-0.33,1.65,0.74,1.66,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,455117,NA,NA,7.96128233545946,-138.79998668503,-10.5094725921542,-6.10042537801928,31.7394072479084,-8.66299165925631,3.59,1.87,NA,NA,NA,95.2,2453,6.2,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.27,NA,NA,NA,NA,NA,NA,NA,2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",208,0,0.086
"FC",2022-06-30,86.7,-1.97,6.37,"Judge, Aaron",592450,677651,"","ball",NA,NA,NA,NA,14,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","B",NA,"",1,0,2022,0.53,0.4,0.26,1.2,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,455117,NA,NA,4.23643642268378,-126.171123392482,-6.96715606370246,4.80431420496399,25.9085016215266,-26.6442395821599,3.72,1.72,NA,NA,NA,86.5,2458,6.1,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.35,NA,NA,NA,NA,NA,NA,NA,2,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",168,0,0.044
"FC",2022-06-30,87.7,-1.82,6.42,"Judge, Aaron",592450,677651,"","ball",NA,NA,NA,NA,14,"Aaron Judge flies out sharply to center fielder Jake Meyers.","R","R","R","HOU","NYY","B",NA,"",0,0,2022,0.36,0.65,0.51,0.46,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,455117,NA,NA,4.86491507818897,-127.387620060744,-9.60368462780243,2.98615739463846,24.123469434165,-23.4479491882804,3.74,1.74,NA,NA,NA,87.6,2388,6.1,662788,677651,455117,493329,514888,608324,643289,649557,676694,663656,54.37,NA,NA,NA,NA,NA,NA,NA,2,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",192,0,0.023
"SI",2022-06-30,95.3,-1.72,5.2,"Judge, Aaron",592450,606160,"field_out","hit_into_play",NA,NA,NA,NA,11,"Aaron Judge grounds out softly, shortstop Mauricio Dubon to first baseman Yuli Gurriel.","R","R","R","HOU","NYY","X",6,"ground_ball",0,1,2022,-1.39,0.85,-0.94,3.08,NA,NA,NA,0,8,"Top",113.27,160.44,NA,NA,455117,NA,NA,5.13206977446632,-138.629866226326,-1.78546958642395,-19.0084985883671,34.3953893906709,-21.0578824831998,3.9,1.8,13,59.9,-11,94.5,2228,6.1,662788,606160,455117,493329,514888,608324,643289,649557,676694,663656,54.41,0.086,0.089,0,1,0,0,2,56,2,"Sinker",2,1,1,2,1,2,1,2,"Infield shift","Standard",222,0.054,-0.187
"SI",2022-06-30,94.7,-1.86,5.25,"Judge, Aaron",592450,606160,"","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge grounds out softly, shortstop Mauricio Dubon to first baseman Yuli Gurriel.","R","R","R","HOU","NYY","S",NA,"",0,0,2022,-1.41,0.72,-1.44,2.49,NA,NA,NA,0,8,"Top",NA,NA,NA,NA,455117,NA,NA,4.17957177152199,-137.802452003607,-3.0405675492434,-18.8383154431421,33.187475150533,-22.5604088553159,3.9,1.8,NA,NA,NA,93.1,2064,5.5,662788,606160,455117,493329,514888,608324,643289,649557,676694,663656,54.98,NA,NA,NA,NA,NA,NA,NA,56,1,"Sinker",2,1,1,2,1,2,1,2,"Infield shift","Standard",226,0,-0.034
"FF",2022-06-29,90.5,1.44,6.07,"Judge, Aaron",592450,608344,"field_out","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge flies out to left fielder Stephen Piscotty.","R","R","L","NYY","OAK","X",7,"fly_ball",0,0,2022,1.02,1.2,-0.4,2.74,NA,NA,NA,2,5,"Bot",55.67,78.72,NA,NA,519390,NA,NA,-6.77080809517303,-131.622877312182,-5.00459801574453,13.2358769440012,24.955449885206,-17.3294795905381,3.9,1.8,343,94.6,41,91.1,1987,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.08,0.023,0.029,0,1,0,0,3,46,1,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",141,-0.006,-0.099
"FF",2022-06-29,89.5,1.46,5.94,"Judge, Aaron",592450,608344,"walk","ball",NA,NA,NA,NA,9,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","L","NYY","OAK","B",NA,"",3,1,2022,0.6,0.69,0.65,2.05,NA,NA,518934,1,3,"Bot",NA,NA,NA,NA,519390,NA,NA,-3.27965560282883,-130.275299705413,-5.08917949665553,7.56070692911142,25.3380885192194,-23.4640014344413,3.99,1.85,NA,NA,NA,89.9,2142,6.3,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.17,NA,NA,0.7,1,0,0,NA,29,5,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",143,0.044,0.221
"CH",2022-06-29,82.1,1.46,5.91,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,12,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","L","NYY","OAK","B",NA,"",2,1,2022,0.98,1.04,1.21,3.14,NA,NA,518934,1,3,"Bot",NA,NA,NA,NA,519390,NA,NA,-2.44701540220113,-119.637352399682,-1.76946440144015,9.87833682679854,22.3528539349258,-22.0076137264963,4.04,1.92,NA,NA,NA,82.3,1551,6.3,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.21,NA,NA,NA,NA,NA,NA,NA,29,4,"Changeup",2,3,2,3,3,2,2,3,"Standard","Standard",119,0,0.102
"SI",2022-06-29,91.3,1.25,6.04,"Judge, Aaron",592450,608344,"","called_strike",NA,NA,NA,NA,6,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","L","NYY","OAK","S",NA,"",2,0,2022,1.13,1.26,0.67,2.59,NA,NA,518934,1,3,"Bot",NA,NA,NA,NA,519390,NA,NA,-3.90376744984768,-132.934803698263,-5.53485803017805,14.2620734368751,28.1729826762785,-16.2031669421338,3.99,1.9,NA,NA,NA,91.6,2088,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.1,NA,NA,NA,NA,NA,NA,NA,29,3,"Sinker",2,3,2,3,3,2,2,3,"Standard","Standard",139,0,-0.065
"CH",2022-06-29,81.1,1.46,5.87,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,12,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","L","NYY","OAK","B",NA,"",1,0,2022,0.95,1.07,1.2,3.11,NA,NA,518934,1,3,"Bot",NA,NA,NA,NA,519390,NA,NA,-2.41007616079618,-118.116354532031,-1.63207309397321,9.37389925028319,22.0611642940973,-22.0428914731787,4.02,1.9,NA,NA,NA,81.4,1615,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.13,NA,NA,NA,NA,NA,NA,NA,29,2,"Changeup",2,3,2,3,3,2,2,3,"Standard","Standard",127,0,0.08
"CH",2022-06-29,81.6,1.69,5.89,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","L","NYY","OAK","B",NA,"",0,0,2022,1.13,0.84,1.49,2.95,NA,NA,518934,1,3,"Bot",NA,NA,NA,NA,519390,NA,NA,-2.60947954734779,-118.875796778443,-1.64846305413756,11.187380327492,22.7770452141175,-24.1099488508189,4.04,1.87,NA,NA,NA,81.7,1517,6.3,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.18,NA,NA,NA,NA,NA,NA,NA,29,1,"Changeup",2,3,2,3,3,2,2,3,"Standard","Standard",122,0,0.042
"SI",2022-06-29,90.7,1.39,5.98,"Judge, Aaron",592450,608344,"home_run","hit_into_play",NA,NA,NA,NA,5,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","X",NA,"fly_ball",3,2,2022,1.05,1.12,-0.07,2.84,NA,NA,518934,0,1,"Bot",24.03,56.96,NA,NA,519390,NA,NA,-5.92135383685808,-132.083287217834,-4.41372888162427,13.5242233418166,25.4926846216774,-18.334898517987,3.9,1.8,429,111.3,26,91.5,2099,6.5,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,53.97,0.991,2.03,2,1,0,3,6,9,8,"Sinker",0,3,0,3,3,2,2,3,"Standard","Standard",134,0.151,1.46
"SI",2022-06-29,90.9,1.35,6.01,"Judge, Aaron",592450,608344,"","foul",NA,NA,NA,NA,5,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","S",NA,"",3,2,2022,1.11,1.25,0.19,2.65,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-5.29926990240411,-132.27350034666,-5.24759654432428,14.206760485646,25.9055304443425,-16.5832926376159,3.9,1.8,286,87.3,43,91.4,2054,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.1,NA,NA,NA,NA,NA,NA,NA,9,7,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",137,0,0
"SI",2022-06-29,91.8,1.38,6.06,"Judge, Aaron",592450,608344,"","foul",NA,NA,NA,NA,5,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","S",NA,"",3,2,2022,1.18,1.06,-0.06,3.15,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-6.20150845368151,-133.672570020394,-3.87632156449472,15.4778115928894,26.4365102241695,-18.8018438822096,3.9,1.8,195,75.3,59,92.4,1994,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.06,NA,NA,NA,NA,NA,NA,NA,9,6,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",139,0,0
"CU",2022-06-29,80.4,-1.73,5.65,"Judge, Aaron",592450,670124,"strikeout","swinging_strike",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",2,"",1,2,2022,0.51,-0.74,0.58,1.88,NA,NA,NA,1,8,"Bot",NA,NA,NA,NA,519390,NA,NA,4.13657248818394,-117.080257223221,-0.271777622874735,3.88633399148457,22.8789495246956,-39.1659928566671,3.9,1.8,NA,NA,NA,80.2,2280,6.2,661263,670124,519390,542194,643393,641914,669397,664913,657656,572039,54.29,NA,NA,0,1,0,0,NA,66,4,"Curveball",5,3,5,3,3,5,5,3,"Infield shift","Standard",37,-0.005,-0.112
"SI",2022-06-29,90.4,1.31,6.06,"Judge, Aaron",592450,608344,"","foul",NA,NA,NA,NA,6,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","S",NA,"",3,1,2022,1.03,1.27,0.28,2.71,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-4.78310933691776,-131.504626437417,-5.12756290925361,13.0249027191741,28.0720958092848,-16.5054420829592,3.9,1.8,189,71.5,32,90.5,2174,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.13,NA,NA,NA,NA,NA,NA,NA,9,5,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",143,0,-0.127
"FC",2022-06-29,89.6,-1.67,5.68,"Judge, Aaron",592450,670124,"","foul",NA,NA,NA,NA,6,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",1,1,2022,0,0.63,0.49,2.88,NA,NA,518934,0,8,"Bot",NA,NA,NA,NA,519390,NA,NA,5.32537448424389,-130.562006705368,-2.34973497687233,-0.956501098228635,23.7626818928475,-24.6273732775645,3.9,1.8,190,70.1,51,90.3,2200,6.3,661263,670124,519390,542194,643393,641914,669397,664913,657656,572039,54.16,NA,NA,NA,NA,NA,NA,NA,66,3,"Cutter",5,3,5,3,3,5,5,3,"Standard","Standard",208,0,-0.088
"FF",2022-06-29,90.7,1.24,6.06,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,14,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","B",NA,"",2,1,2022,1.15,1.31,0.47,1.65,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-4.38310234504009,-131.930863224174,-7.91042932290094,14.3815498816366,27.6988149420448,-15.4407167731674,3.97,1.9,NA,NA,NA,91,2092,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.06,NA,NA,NA,NA,NA,NA,NA,9,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",142,0,0.174
"SI",2022-06-29,94.6,-1.54,5.63,"Judge, Aaron",592450,670124,"","foul",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",1,0,2022,-1.2,0.91,0.35,2.36,NA,NA,518934,0,8,"Bot",NA,NA,NA,NA,519390,NA,NA,7.63285907492662,-137.626151352342,-4.94154272654452,-16.9663831906016,28.5341396843544,-19.6576557588146,3.9,1.8,312,97.8,34,95,2152,6.4,661263,670124,519390,542194,643393,641914,669397,664913,657656,572039,54.12,NA,NA,NA,NA,NA,NA,NA,66,2,"Sinker",5,3,5,3,3,5,5,3,"Standard","Standard",225,0,-0.074
"CH",2022-06-29,82.3,1.7,5.93,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,12,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","B",NA,"",1,1,2022,1.26,0.62,1.25,4.65,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-3.47766904738237,-119.709791894474,2.46902815709295,12.7711002000321,24.0445209191101,-26.9396686438313,4.04,1.92,NA,NA,NA,82.2,1524,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.15,NA,NA,NA,NA,NA,NA,NA,9,3,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",125,0,0.096
"FF",2022-06-29,95.1,-1.51,5.75,"Judge, Aaron",592450,670124,"","ball",NA,NA,NA,NA,11,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","B",NA,"",0,0,2022,-0.98,1.34,-1.08,4.31,NA,NA,518934,0,8,"Bot",NA,NA,NA,NA,519390,NA,NA,3.31414145906569,-138.499796098422,-1.13806499613553,-13.3990276149237,31.3892491902458,-14.9167931741091,4.02,1.89,NA,NA,NA,95,2335,6.2,661263,670124,519390,542194,643393,641914,669397,664913,657656,572039,54.3,NA,NA,NA,NA,NA,NA,NA,66,1,"4-Seam Fastball",5,3,5,3,3,5,5,3,"Standard","Standard",220,0,0.059
"SI",2022-06-29,90.6,1.41,6.03,"Judge, Aaron",592450,608344,"","called_strike",NA,NA,NA,NA,9,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","S",NA,"",1,0,2022,1.09,1.17,0.44,2,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-4.75616107211362,-131.769040854792,-6.63194718760936,13.7321030855377,27.5640872068421,-17.3300436951568,4.02,1.92,NA,NA,NA,90.8,2067,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.1,NA,NA,NA,NA,NA,NA,NA,9,2,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",141,0,-0.074
"SI",2022-06-29,90.1,1.43,6.02,"Judge, Aaron",592450,608344,"","ball",NA,NA,NA,NA,8,"Aaron Judge homers (29) on a fly ball to left field.   DJ LeMahieu scores.","R","R","L","NYY","OAK","B",NA,"",0,0,2022,1.25,1.08,0.19,1.79,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,519390,NA,NA,-5.75175619318063,-130.923916286452,-6.82760951394295,15.6293394818862,28.3140895620614,-18.5021158713409,3.99,1.87,NA,NA,NA,90,2118,6.4,661263,608344,519390,664913,643393,641914,669397,572039,665506,657656,54.12,NA,NA,NA,NA,NA,NA,NA,9,1,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",137,0,0.059
"FS",2022-06-28,87,-1.17,5.88,"Judge, Aaron",592450,593423,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",2,"",3,2,2022,-1.04,0.11,0.11,0.89,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,5.15497573905826,-126.507908777484,-5.96806942645079,-12.2364695792854,24.9765914215384,-30.0163103371412,3.91,1.84,NA,NA,NA,86.5,1471,5.9,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.59,NA,NA,0,1,0,0,NA,41,8,"Split-Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard",239,-0.012,-0.299
"FF",2022-06-28,97.4,-1.09,6.02,"Judge, Aaron",592450,593423,"","foul",NA,NA,NA,NA,2,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",3,2,2022,-0.23,1.24,-0.16,3.52,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,2.98119632766174,-141.789740366266,-4.04346696083784,-3.7791831152912,32.1903923220533,-14.7001104045664,3.91,1.84,NA,NA,NA,96.6,2426,5.8,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.71,NA,NA,NA,NA,NA,NA,NA,41,7,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Infield shift","Standard",211,0,0
"FS",2022-06-28,87.1,-1.24,5.9,"Judge, Aaron",592450,593423,"","ball",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","B",NA,"",2,2,2022,-1.07,0.13,-0.91,1.77,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,2.953794644919,-126.811636070975,-3.99931897594158,-12.13930806885,25.0507708402242,-30.2152557838036,3.96,1.76,NA,NA,NA,86.6,1623,5.9,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.65,NA,NA,NA,NA,NA,NA,NA,41,6,"Split-Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard",236,0,0.103
"FF",2022-06-28,98.3,-1.15,6.01,"Judge, Aaron",592450,593423,"","foul",NA,NA,NA,NA,4,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",2,2,2022,-0.62,1.19,-0.52,2.69,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,3.10597965807144,-143.107423149868,-6.25380469267719,-9.17139457128956,31.088423396489,-14.5666925824642,3.91,1.84,210,72.4,35,97.6,2421,5.8,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.75,NA,NA,NA,NA,NA,NA,NA,41,5,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Infield shift","Standard",212,0,0
"FC",2022-06-28,88.5,-1.2,5.95,"Judge, Aaron",592450,593423,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",2,1,2022,0.38,0.5,-0.2,2.23,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,1.64399107738996,-128.890032656618,-4.05361493405354,3.91147226744333,26.3724419993724,-25.9503544657106,3.99,1.69,NA,NA,NA,87.8,2321,5.8,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.71,NA,NA,NA,NA,NA,NA,NA,41,4,"Cutter",2,0,2,0,0,2,2,0,"Infield shift","Standard",149,0,-0.066
"FS",2022-06-28,87,-1.35,5.96,"Judge, Aaron",592450,593423,"","ball",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","B",NA,"",1,1,2022,-1.12,0.13,-0.89,1.04,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,3.39470839715302,-126.704299627569,-5.89796418563143,-12.8208117493773,24.683404804656,-29.8194924412099,3.99,1.74,NA,NA,NA,86.9,1736,6,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.45,NA,NA,NA,NA,NA,NA,NA,41,3,"Split-Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard",234,0,0.049
"FF",2022-06-28,96.1,-1.14,5.98,"Judge, Aaron",592450,593423,"","called_strike",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",NA,"",1,0,2022,-0.35,1.2,0.29,1.95,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,4.54037807443587,-139.834933577954,-7.76624243253372,-5.60931906641147,29.978664412986,-14.8594896327691,4.01,1.81,NA,NA,NA,95.5,2418,5.8,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.66,NA,NA,NA,NA,NA,NA,NA,41,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Infield shift","Standard",204,0,-0.043
"SL",2022-06-28,86.9,-1.2,6.01,"Judge, Aaron",592450,593423,"","ball",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","B",NA,"",0,0,2022,0.71,0.25,1.36,0.61,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,669221,NA,NA,4.63609282729451,-126.421005761543,-7.25744507253942,6.8417950617891,23.1793045729021,-28.3628285633153,3.99,1.72,NA,NA,NA,86.6,2320,5.9,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.64,NA,NA,NA,NA,NA,NA,NA,41,1,"Slider",2,0,2,0,0,2,2,0,"Infield shift","Standard",145,0,0.033
"FS",2022-06-28,87.5,-0.99,5.92,"Judge, Aaron",592450,593423,"strikeout","swinging_strike",NA,NA,NA,NA,7,"Aaron Judge strikes out swinging.","R","R","R","NYY","OAK","S",2,"",2,2,2022,-0.61,0.23,-0.41,1.87,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,669221,NA,NA,2.64570364846552,-127.453802588893,-4.17153979632585,-7.22586282259506,22.7342247676249,-29.0972549107202,3.91,1.84,NA,NA,NA,87.4,1330,5.8,661272,593423,669221,542194,669397,641914,462101,640461,665506,657656,54.66,NA,NA,0,1,0,0,NA,21,5,"Split-Finger",2,0,2,0,0,2,2,0,"Infield shift","Standard",238,-0.011,-0.134
